,,lat.,lon.
2014/8/21,13:35:25,31.51611669,131.51045
2014/8/21,13:35:57,31.51533332,131.5099
2014/8/21,13:36:25,31.51459998,131.5093167
2014/8/21,13:36:58,31.51383329,131.5087834
2014/8/21,13:37:26,31.51309996,131.5082
2014/8/21,13:37:54,31.51259998,131.5078334
2014/8/21,13:38:26,31.51158334,131.5070833
2014/8/21,13:38:55,31.51108336,131.5067166
2014/8/21,13:39:27,31.51009999,131.5059667
2014/8/21,13:39:55,31.50934998,131.5054167
2014/8/21,13:40:27,31.50861665,131.50485
2014/8/21,13:40:56,31.50786663,131.5043
2014/8/21,13:41:24,31.50736665,131.5039167
2014/8/21,13:41:57,31.50638337,131.5031833
2014/8/21,13:42:25,31.50565004,131.5026333
2014/8/21,13:42:58,31.50490003,131.5021333
2014/8/21,13:43:26,31.50408329,131.5018
2014/8/21,13:43:54,31.50353336,131.5015833
2014/8/21,13:44:26,31.50240004,131.5011666
2014/8/21,13:44:55,31.50185002,131.50095
2014/8/21,13:45:27,31.50070002,131.5005667
2014/8/21,13:45:55,31.49986669,131.5002166
2014/8/21,13:46:28,31.49901669,131.4999166
2014/8/21,13:46:56,31.49816668,131.4996
2014/8/21,13:47:24,31.49759998,131.4994
2014/8/21,13:47:57,31.49650002,131.4989
2014/8/21,13:48:25,31.49569997,131.4984833
2014/8/21,13:48:57,31.4949,131.49805
2014/8/21,13:49:25,31.49411662,131.4975834
2014/8/21,13:49:57,31.49333334,131.4971334
2014/8/21,13:50:26,31.49254996,131.4967
2014/8/21,13:50:54,31.49201671,131.4964
2014/8/21,13:51:27,31.49093335,131.49585
2014/8/21,13:51:55,31.49014997,131.4954167
2014/8/21,13:52:28,31.48933332,131.4950167
2014/8/21,13:52:56,31.48851668,131.4946
2014/8/21,13:53:24,31.48798333,131.4943167
